screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir
rrawantamer,Rawan,Abu Dhabi,🇪🇬,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
bully_bullies,ł ฿ɄⱠⱠɎ ฿ɄⱠⱠłɆ₴,,yearly depression is kicking in,Definitive edition  ladies and gentlemen https://t.co/b54rRfNVsW,no,no,no,no,no,no
wadupels,joe elwyn,bastille,still on my tallest tip toes,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
91L0VER,xhu🧣(taylor’s version),"dylan my comfort person. . .
louis n tay’s guardian angel ‹3
94 ¿ bella&gigi stan acc˚.*ೃ
happy bella ♡ love u byeee",she her 💌 @louist91,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,yes,no,no,no,no
BobWulff,"Bob Wulff ,(*´∀`)🤌","Brooklyn, New York",The guy @thewulffden follow that for updates 「▶️https://t.co/BFXlu3IF0F」 「🔴https://t.co/OhOb74pFyC」 「📸https://t.co/a3jTWKUz5D」,"Ladies and gentlemen, I present to you Shaggy punching Superman. https://t.co/cg8Wm2uSmA",no,no,no,no,no,no
KofiSelorm9,Pilato brands,"Accra, Ghana",A maverick on a plea to success. Lemme plug you with anything related to clothing apparels 0271602061 🚚 Chelsea 😘,"RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
yeobeencutie,darling | iamtiwtr,,living for vincenzo & cha-young atm,"RT @chokemeachilles: Ladies and gentlemen, Achilles's iconic lines.

#JonaxxTSHKab39 https://t.co/RL2tRglV5l",no,no,no,no,no,no
andreasorss,dey ✧,🇵🇭,⋆ ☻ Living life in the moment | PH ✿ | 20 ☽ ig: andreakariela,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
MrDarko27706717,Mr.Darko,,Jah is for all of us so keep Trying,"RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
BWW_Atlanta,BroadwayWorldAtlanta,"Atlanta, GA",Senior editor: Sally Henry (@thebwayginger). @broadwayworld's Atlanta office: Your official site for ALL Atlanta theatre news!,"BWW Review: TWO GENTLEMEN OF VERONA Delights at the Shakespeare Tavern; @shakespearetav, @thebwayginger
https://t.co/sUBfgSPY7J",no,no,no,no,no,no
Yasi_rrr,Yasi_rrr🦇,,Alhamdulillah🙏🏽. @sarkodie | @wizkidayo | @cristiano,"RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
BaconSison,D 🎀,she/her,off to enjoy every moment,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,yes,no,no,no,no
monsewendyp,monse,,23 | Virgo | htx | IG: wendym.p | The world is my runway✨,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
onlyshadeofblue,𝖒𝖆𝖗𝖎𝖆 ☁️,right where you left me,𝚍𝚘𝚗’𝚝 𝚠𝚊𝚗𝚝 𝚗𝚘 𝚘𝚝𝚑𝚎𝚛 𝚜𝚑𝚊𝚍𝚎 𝚘𝚏 𝚋𝚕𝚞𝚎 𝚋𝚞𝚝 𝚢𝚘𝚞 | 𝟷𝟿 | 𝚛𝚎𝚙 𝚝𝚘𝚞𝚛 𝟻/𝟷𝟸/𝟷𝟾 | 𝚜𝚑𝚎/𝚑𝚎𝚛 | 𝚗𝚢𝚌,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
carolisworthy,dylan🕷•loves #RedTaylorsVersion🧣,he/him,#SARAHCAMERON: I can’t stop pretending either•layout by @yelenasbelover,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",yes,no,no,no,no,no
wvukonn,ωvu,,"fine- Happiness,Sunshine,Smile . I just wanna thank you for believing in me @RVsmtown @ENHYPEN_members @TXT_bighit","RT @mywinterbae: Ladies and Gentlemen, the Visual Representatives of 3rd and 4th Gen! https://t.co/dNbrhR6hIx",no,no,no,no,no,no
niingrina,gail,she!¡her,━ for @aespa_official,"RT @mywinterbae: Ladies and Gentlemen, the Visual Representatives of 3rd and 4th Gen! https://t.co/dNbrhR6hIx",no,yes,no,no,no,no
AnilDasBhagat1,Anil Das Bhagat,,,"RT @Bharat__Dass: #फिल्मों_ने_बिगाड़ा_समाज
Films should be boycotted by the intellectuals and gentlemen of the society. Choose the path of…",no,no,no,no,no,no
ari__kkj,Ari,,she/her #GG4EVA,"RT @mywinterbae: Ladies and Gentlemen, the Visual Representatives of 3rd and 4th Gen! https://t.co/dNbrhR6hIx",no,yes,no,no,no,no
tixa_13,Tixa,Lisboa/Coimbra,21yrs,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
Gillysweetie,Sarah,"Michigan, USA",She remembered who she was and the game changed 🖤,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,yes,no,no,no,no
ebdums3,cdframe.,สรุป#รมซยอน นี่ใครเวน?,,"RT @wekiIoona: ladies and gentlemen, her: 

#WekiMeki #위키미키 #I_AM_ME #WekiMeki_Siesta #시에스타 https://t.co/QLKYXOvzXB",no,no,no,no,no,no
pneumabot,my letter to the world;,inspired by @affectingbot,"quote bot from various media that i like. also some funny business. run by @qpneuma. if you see your writing on here and you want it taken off, DM me!","Ladies and gentlemen, I am Below Average!
BELOW AVERAGE!
BELOW AVERAAAAGE!!",no,no,no,yes,no,no
VijayDa13555900,Vijay Das,,"अवश्य जानिए कौन ब्रम्हा का पिता, कौन विष्णु की मां, शंकर का दादा कौन है, माता शेरावाली के पति कौन है।

पवित्र सतग्रंथ वेद और भगवत गीता के अनुसार।","RT @BhokreRekha: ##फिल्मों_ने_बिगाड़ा_समाज
Films should be boycotted by the intellectuals and gentlemen of the society. Choose the path of…",no,no,no,no,no,no
loverlouieSh,Lu◟̽◞̽,she/her 19,✨Wonder✨,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,yes,no,no,no,no
rosexofpeach,chel. // rt pin 📌,markcity ✨ FA.,"💌 she/her 〄 capri 02
♡ constantly loving 23 men of #NCT
♡ #마크 #런쥔 #태용 #재현","Ladies and gentlemen, bias gue 🙏🏻 https://t.co/Le2lHa2Qjs",no,yes,no,no,no,no
HauteaCamille,🌸🎀,no one perceive me,dreaming up a better world • she/her,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,yes,no,no,no,no
Ayyabakkar1,ABK,うちは一族,(23)📌,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
fing_hell,finally,,lost in never never land,"RT @Bret_Sears: He thinks carbon tax will save the environment.

He supports mass immigration.

He supports gun bans.

He thinks years of s…",no,no,no,no,no,no
kwesi_fyngherz,kwEs!和美,,Sports and music enthusiast 💉 ziyech💓vini in my 🩸,"RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
simplyyykriss,kris🤍,"Riverview, MI",I just love Taylor Swift,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
aarbaer,Aaron Baer,"Columbus, OH",Disciple of Christ | President of @CCVPolicy | @OhioU Alum | Confused Packers/Cubs fan,Your tax dollars at work ladies and gentlemen https://t.co/XdfzcpPHXp,no,no,no,no,no,no
MyGrindelwald,Support Johnny Depp 🕊️ Justice for Minamata 🕯️🗝,Flanders,"""Well, there’s no way one can’t recognize the absurdity of the media mathematics.""
  
♡ Johnny Depp appreciation account, daily news/posts/gifs of the king ♡","RT @dopeydepp: johnny depp, ladies and gentlemen https://t.co/lcYs50osMr",no,no,no,no,no,no
lookupatshwn,lua.,,#LITTLEMIX: i swear im never gonna lose me again. (she/her) | main account: @artheshawn,"ladies and gentlemen, HER. https://t.co/b1JFQVeiky",no,yes,no,no,no,no
Stewart1997Ben,Ben Stewart,,,"RT @MSheik90737712: Go and grab an empty metal box ladies and gentlemen and please open it. 

Empty your fears, uncertainties and doubts in…",no,no,no,no,no,no
prongsrep,Mia (Taylor's Version),wolfstar ,⠀⠀⠀⠀       𝐒𝐢𝐫𝐢𝐮𝐬 𝐁𝐥𝐚𝐜𝐤 & 𝐑𝐞𝐦𝐮𝐬 𝐋𝐮𝐩𝐢𝐧 love bot  || pads do meu moony: @ifmoonystar ♡   {a/ela/a},"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
hideandgolick,Sister Mary Clarance,"London, England",👸🏾 | Writer | Size 👑 | Creator of the 'Draw And Go Lick' Foreplay Game #drawandgolick,"RT @PeachesNights: ONLY A FEW 🍑🎭 #PeachesAX2 27th SPACES REMAIN FOR LADIES AND GENTLEMEN 

All other tickets 🎫 #PeachesWeekender 🎲🎭 #Peache…",no,no,no,no,no,no
kanyormi,Ewe man with power🙌🏾💪🏾🇬🇭🇬🇭,Kwahu,Real Madrid || Stonebwoy ||,"RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
l_a_1302,Luis Alejandro (Taylor's Version) (From The Vault),"Villavicencio, Colombia",You must like me for me. https://t.co/aNWXJQipVd,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
Sam_Fitz002,Fitz 🥶,,Chelsea 💙💙💙,"RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
tolgkrgz,tolga krgz,#istanbul/sarıyer ,,"RT @csnaber: ""Gentlemen, it has been a privilege playing with you tonight.""
https://t.co/wByjZeVpYY https://t.co/qiBdRvVtCH",no,no,no,no,no,no
R45089016,Ram,"Hyderabad, India",Following 🏏  and Tweets About Things Happened  & Happening  in IND 🇮🇳,"RT @AMP86793444: It’s been a while since I did this.

Thank you, ladies and gentlemen! https://t.co/NzC2a2wpnl",no,no,no,no,no,no
oti_dollian,Irawo Dollian,"Kumasi, Ghana","🐐, Sarknative, Chelsea Fan","RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
GuthingtaylorJa,เอ้ฟตีเตเล่อจะวิฟจ้า 💖👄😚💅🤘😉 ft.Lover stan,,"ทำไมอ่ะ   เพราะว่ากูอยู่ในมหาอำนาจที่ปกครองด้วยตัวเอง
กูจะต้องแหวกแหกแนวกว่าคนอื่น กูจะทำตามคนอื่นไม่ได้
นั่นมันคือไลฟ์สไตล์ของกู มึงเข้าใจไหม เอิ้ว เอิ้ว เอิ้ว","RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
REINlELLA,ً,@REINlELLA,to fall again with reniella.,"RT @chokemeachilles: Ladies and gentlemen, Achilles's iconic lines.

#JonaxxTSHKab39 https://t.co/RL2tRglV5l",no,no,no,no,no,no
CharnjeetSaini7,Charnjeet Saini,,,"RT @Im__Avantika: #फिल्मों_ने_बिगाड़ा_समाज
Films should be boycotted by the intellectuals and gentlemen of the society. Choose the path of…",no,no,no,no,no,no
ronaldbaby_,ronald🚀,,My Life is God’s direction . 3238.,"RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
NirmalaDahiya4,Nirmala Dahiya,,Saini shab ji 🥰,"#फिल्मों_ने_बिगाड़ा_समाज
Films should be boycotted by the intellectuals and gentlemen of the society. Choose the pa… https://t.co/gpu1L1TZII",no,no,no,no,no,no
Mare_0018,Maf🧣(Taylor's version),,I take this magnetic force of a man to be my LOVER✨,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
f4bles,Jovan,,A half finished book is after all a half finished love affair.,"RT @_Meraxes__: Ladies and gentlemen, we're in the endgame now.

Let the tears flow or ye people of the world. Weep for your salvation. #Th…",no,no,no,no,no,no
bbannermann,Brian,under the canopy,God is the plug simple.,"RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
royaldoy,doie!,she/her,☆⁺˚*♡⁺˚*☆ snoo magic ☆⁺˚*♡⁺˚*☆,"RT @mywinterbae: Ladies and Gentlemen, the Visual Representatives of 3rd and 4th Gen! https://t.co/dNbrhR6hIx",no,yes,no,no,no,no
CaheroCamila,Camila Herrera,,Obsesionada con Taylor Swift,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
BlakeJanvi,B-lock🇹🇹🇨🇺,,ΑΦΑ 🦍 #CKES IG📸: Blake_janvion,"RT @FAUalphas: Talent, skill, intelligence, and grit. These attributes can be used to accomplish any objective. However, one question remai…",no,no,no,no,no,no
K_Darko1,Kriti_Kal 🇬🇭,"Accra, Ghana",#Mancity,"RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
BlakeJanvi,B-lock🇹🇹🇨🇺,,ΑΦΑ 🦍 #CKES IG📸: Blake_janvion,RT @FAUalphas: There is nothing noble in being superior to your fellow man; true nobility is being superior to your former self… Ladies and…,no,no,no,no,no,no
OndiroOganga,Ondiro Oganga,"Nairobi, Kenya","Journalist, Content Curator, Advisor Strategic Communication, Moderator, Speaker, Afro-Optimist.",Ladies and gentlemen.... Her!!!! Sofia Muravieva. That's it. That's the tweet! https://t.co/FpRCoav54Z,no,no,no,no,no,no
actoryoonsu,Yoonsu.,XXI.  OP-012.,English RP |  Grab your daily dose of vitamin by turning on Netflix for #TheKingsAffection.,"@RPWORLDFESS Evening, gentlemen. It would be lovely if you let me hop in the fun.",no,no,no,no,no,no
Pinky38995937,Pinky,,Self,"RT @official_Kabira: #बॉलीवुड_से_बच्चों_को_बचाओ
Films should be boycotted by the intellectuals and gentlemen of the society. Choose the pat…",no,no,no,no,no,no
damiegalaxy,m 🧣, elisa / auron / kar / ari ♡,"long story short, i survived // lloro 24/7 por streamers // 🇲🇽","RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
giugiacomazzi_,"giugiu, PFF2","central perk, nyc",🌻 | (a/ela/-a),"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
Jacquel54535977,JCryptoW,,,"RT @caprioleio: Ladies and gentlemen, bottoms in.",no,no,no,no,no,no
galathyniusnaty,naty 🧣,(35/-),"#𝐀𝐓𝐋𝐀𝐒: Pode parar de nadar agora, Lily. Finalmente chegamos à costa. (ela/elu)","RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
linowminow,cata🌱lino🐇 🧚‍♀️WEME CB🧚‍♀️,she/her/they/them▪22,"🌾stay🌾kiling🌾i also tweet about loona, izone, mirae, and whtever▪spanglish 🤪 ▪https://t.co/AkhDtpmLZk","RT @wekiIoona: ladies and gentlemen, her: 

#WekiMeki #위키미키 #I_AM_ME #WekiMeki_Siesta #시에스타 https://t.co/QLKYXOvzXB",no,yes,yes,no,no,no
Pinky38995937,Pinky,,Self,"RT @Vijaybakore_: #बॉलीवुड_से_बच्चों_को_बचाओ
Films should be boycotted by the intellectuals and gentlemen of the society. Choose the path o…",no,no,no,no,no,no
kentdav1sons,ace ☆,he/him | 18 | l(g)b(t),gary cole lovebot *･ﾟ★,RT @cecilystrvng: ladies and gentlemen… her https://t.co/7O3no3zoJR,yes,no,no,no,no,no
pxsiriromanoff,ᴘasiri⧗✵ᗢ | scarlett's month!,minor • evansson anti • rcbyf,Because you're worth it @positionislife,"RT @iheartScarJo: Ladies and gentlemen, American Cinematheque Award honoree, Scarlett Johansson! 
Today is everything about her 👑https://t.…",no,no,no,yes,no,no
jisoosicks,luciano 🧣,TS,eu e a rosé chorando na calçada com all too well,"RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
chromesinthe,sarinha do pneu red taylor's version,yungblud•erick•@vieshazz,"「ariana grande-butera🏡」


































































(a/ela/-a)
metadinha:@sweetnessummer⛓️🍒","RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
RekhaDa50117195,Rekha Nagar,,,"RT @SunitaD07239108: #फिल्मों_ने_बिगाड़ा_समाज
Films should be boycotted by the intellectuals and gentlemen of the society. Choose the path…",no,no,no,no,no,no
tunechibern,Ben,"Kumasi, Ghana",,"RT @gyaigyimii: Ladies and Gentlemen, it's Blacko Season!! 🖤🖤 https://t.co/fCbDuIiwy4",no,no,no,no,no,no
AmirRusydi,Amir Rusydi 🏴,The Bishop Blaize,"Yang penting, gaya.","RT @PointMHD: #ACAB 

This is why we call them pigs, gentlemen.",no,no,no,no,no,no
ycabonifacio,yca #LetLeniLead,Diyos at Bayan,"John 13:7 | csa-dlsu | manunulat, advocate, leader. laban lang. #LeniKiko2022","RT @aikarobredo: Ladies and gentlemen, my mother on Twitter 😅",no,no,no,no,no,no
MrsIntensa,Xiadaani ♥️,VVV,"🇲🇽|Fan Account|CyP💕 |TS🦋|LasVilla🐉
(QDUV,QOV,N26)


https://t.co/Y40yfSZTUz

1/4 𝒅𝒆𝒔𝒆𝒏𝒇𝒓𝒆𝒏𝒂𝒅𝒂𝒔","RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,no,no,no,no,no
BillyBobTroy1,Bob Troy,,"Don't bother, I don't care. I'm just here to rattle and piss people off.",@Tonir2007 @skystebnicki @GadSaad *gentlemen* lol,no,no,no,no,no,no
Kanishkasaini12,Kanishka saini,,,"RT @BhokreRekha: ##फिल्मों_ने_बिगाड़ा_समाज
Films should be boycotted by the intellectuals and gentlemen of the society. Choose the path of…",no,no,no,no,no,no
kalyediskopaes,Kali🧣,,"Swiftie since Fearless Era, Stan since 2016 | she/her| literally Jake Peralta.. minus the restraining order","RT @thalovestay: ladies and gentlemen, Taylor Swift. https://t.co/60thLQffo9",no,yes,no,no,no,no
wiccpn,mj.,she/her•20,“ fuck them kids ” - Anakin Skywalker,"RT @cvxclaire: ladies and gentlemen, claire redfield https://t.co/ir52PGEeZN",no,yes,no,no,no,no
RDR2DutchBot,Dutch Van Der Linde,Tahiti,"I have a plan.
Hello son!, I'm here to bless your timeline with my quotes. 
Have some goddamn faith!","Ladies and gentlemen, this is a robbery!",no,no,no,no,no,no
AxelurielFuent3,Axel uriel Fuentes Castillo,,,"RT @TheSandboxGame: 💀 In addition to these #NFTs being available on #TheSandbox marketplace, there will also be an auction for a special on…",no,no,no,no,no,no
